handle,name,platform,niche,followers,avg_engagement_rate,location,verified,fake_followers_pct,data_repaired_flag,recent_posts_sampled_sim,luxury_post_count_sim,jewelry_post_count_sim,fashion_apparel_post_count_sim,beauty_post_count_sim,lifestyle_post_count_sim,luxury_post_ratio_sim,jewelry_post_ratio_sim,fashion_apparel_post_ratio_sim,beauty_post_ratio_sim,lifestyle_post_ratio_sim,past_campaign_count_sim,past_luxury_campaign_count_sim,past_successful_campaign_count_sim,past_successful_luxury_campaign_count_sim,past_campaign_success_rate_sim,past_luxury_campaign_success_rate_sim,avg_campaign_roas_sim,avg_sales_uplift_pct_sim,avg_conversion_rate_pct_sim,simulated_campaign_success_target,synthetic_data_flag,synthetic_generation_version
@russkoefilmcompany,?Ð¸Ð½Ð¾ÐºÐ¾Ð¼Ð¿Ð°Ð½Ð¸? Â«????ÐºÐ¾ÐµÂ»,youtube,lifestyle,5920000.0,35.85,,FALSE,0.0,0,20,8,4,8,6,15,0.4,0.2,0.4,0.3,0.75,7,5,5,2,0.7143,0.4,3.51,35.31,4.01,1,1,v1_deterministic
@rubykakitchen,Ruby Ka Kitchen,youtube,food,5910000.0,10.51,,FALSE,0.0,0,20,1,0,1,1,5,0.05,0.0,0.05,0.05,0.25,9,0,5,0,0.5556,0.0,2.73,14.67,3.54,0,1,v1_deterministic
@lesliesansoneswalkathome,Walk at Home,youtube,fitness,5910000.0,50,,FALSE,0.0,0,20,1,0,6,4,7,0.05,0.0,0.3,0.2,0.35,11,2,6,1,0.5455,0.5,2.36,18.63,3.42,0,1,v1_deterministic
@mondomedia,MondoMedia,youtube,comedy,5910000.0,40.65,,FALSE,0.0,0,20,0,0,0,1,6,0.0,0.0,0.0,0.05,0.3,4,0,2,0,0.5,0.0,2.41,10.06,3.52,0,1,v1_deterministic
@teddyandtimmy3d,Teddy & Timmy Edutainment - Education & Kids Songs,youtube,music,5910000.0,30.01,,FALSE,0.0,0,20,3,1,5,2,7,0.15,0.05,0.25,0.1,0.35,7,1,2,0,0.2857,0.0,2.18,7.93,2.55,0,1,v1_deterministic
@sergio_outdoors,Sergio Outdoors,youtube,food,5910000.0,50,,FALSE,0.0,0,20,1,0,0,0,7,0.05,0.0,0.0,0.0,0.35,3,0,1,0,0.3333,0.0,1.67,12.58,2.52,1,1,v1_deterministic
@danielthrasher,Daniel Thrasher,youtube,lifestyle,5910000.0,50,,FALSE,0.0,0,20,5,1,5,3,13,0.25,0.05,0.25,0.15,0.65,5,0,2,0,0.4,0.0,2.75,20.26,2.37,0,1,v1_deterministic
@commandofitnessclub,Commando Fitness club,youtube,fitness,5910000.0,50,,FALSE,0.0,0,20,1,0,4,0,5,0.05,0.0,0.2,0.0,0.25,5,2,2,2,0.4,1.0,2.48,9.26,3.62,0,1,v1_deterministic
@kiranfamilyofficial27,Kiran Family Official,youtube,lifestyle,5900000.0,11.51,,FALSE,0.0,0,20,6,4,9,4,14,0.3,0.2,0.45,0.2,0.7,11,2,6,0,0.5455,0.0,2.95,11.88,3.26,0,1,v1_deterministic
@halsey,Halsey,tiktok,lifestyle,5900000.0,5.93,,TRUE,0.0,0,40,14,2,15,9,32,0.35,0.05,0.375,0.225,0.8,6,1,4,0,0.6667,0.0,2.87,24.74,3.29,1,1,v1_deterministic
@littos,Littos,tiktok,lifestyle,5900000.0,7.93,,FALSE,0.0,0,40,15,4,19,12,29,0.375,0.1,0.475,0.3,0.725,7,2,2,1,0.2857,0.5,2.08,23.06,1.84,1,1,v1_deterministic
@pinkpantheress,???ºï¸,tiktok,lifestyle,5900000.0,11.31,,TRUE,0.0,0,40,11,3,13,9,28,0.275,0.075,0.325,0.225,0.7,11,2,4,2,0.3636,1.0,2.25,13.15,2.68,0,1,v1_deterministic
@kevindebruyne,Kevin De Bruyne,tiktok,lifestyle,5900000.0,49.64,,TRUE,0.0,0,40,6,2,10,8,26,0.15,0.05,0.25,0.2,0.65,6,0,5,0,0.8333,0.0,3.41,25.99,4.46,1,1,v1_deterministic
@joshhelfgott,Josh Helfgott,tiktok,lifestyle,5900000.0,6.39,,TRUE,0.0,0,40,15,3,12,11,29,0.375,0.075,0.3,0.275,0.725,3,1,2,0,0.6667,0.0,3.0,20.26,3.12,0,1,v1_deterministic
@fallyipupa,Fally Ipupa,youtube,lifestyle,5890000.0,50,,FALSE,0.0,0,20,9,2,7,2,17,0.45,0.1,0.35,0.1,0.85,6,2,2,2,0.3333,1.0,2.85,10.51,2.8,0,1,v1_deterministic
@nick_kratka,Nick Kratka,youtube,food,5890000.0,37.9,,FALSE,0.0,0,20,1,0,2,0,6,0.05,0.0,0.1,0.0,0.3,6,0,1,0,0.1667,0.0,1.84,3.95,2.16,1,1,v1_deterministic
@tehelkaprank,Tehelka Prank,youtube,comedy,5890000.0,12.13,,FALSE,0.0,0,20,0,0,4,0,5,0.0,0.0,0.2,0.0,0.25,7,1,2,0,0.2857,0.0,1.21,5.5,1.92,0,1,v1_deterministic
@tuckerbudzyn,Tucker Budzyn,youtube,business,5890000.0,50,,FALSE,0.0,0,20,1,0,2,1,6,0.05,0.0,0.1,0.05,0.3,5,0,3,0,0.6,0.0,2.77,17.64,3.52,0,1,v1_deterministic
@peopleareawesome,People Are Awesome,youtube,lifestyle,5890000.0,13.41,,FALSE,0.0,0,20,9,1,7,4,16,0.45,0.05,0.35,0.2,0.8,6,0,3,0,0.5,0.0,2.5,17.27,3.46,1,1,v1_deterministic
@lemmino,LEMMiNO,youtube,lifestyle,5880000.0,50,,FALSE,0.0,0,20,4,3,10,6,14,0.2,0.15,0.5,0.3,0.7,4,1,2,1,0.5,1.0,3.14,22.81,2.92,1,1,v1_deterministic
@westlife_official,Westlife ,youtube,music,5880000.0,50,,FALSE,0.0,0,20,2,4,4,5,8,0.1,0.2,0.2,0.25,0.4,10,1,8,1,0.8,1.0,3.16,18.71,4.03,0,1,v1_deterministic
@pororoenglish,Pororo the Little Penguin,youtube,lifestyle,5880000.0,17.41,,FALSE,0.0,0,20,2,3,7,2,14,0.1,0.15,0.35,0.1,0.7,9,4,3,1,0.3333,0.25,2.39,14.01,2.48,1,1,v1_deterministic
@jasus007,jasus 007,youtube,business,5880000.0,6.19,,FALSE,0.0,0,20,8,1,3,3,2,0.4,0.05,0.15,0.15,0.1,0,0,0,0,0.0,0.0,1.11,12.24,1.11,0,1,v1_deterministic
@meekmill,Meek Mill,youtube,music,5870000.0,50,,FALSE,0.0,0,20,3,3,7,2,3,0.15,0.15,0.35,0.1,0.15,2,0,1,0,0.5,0.0,2.98,20.94,3.31,1,1,v1_deterministic
@learnexhindi,Learnex - English lessons through Hindi,youtube,education,5870000.0,4.19,,FALSE,0.0,0,20,0,0,0,0,1,0.0,0.0,0.0,0.0,0.05,1,0,1,0,1.0,0.0,4.11,26.28,4.21,0,1,v1_deterministic
@sonicmasterfacts,SONICMASTER FACTS,youtube,education,5870000.0,23.71,,FALSE,0.0,0,20,0,0,1,0,6,0.0,0.0,0.05,0.0,0.3,6,0,3,0,0.5,0.0,3.03,16.4,3.88,0,1,v1_deterministic
@omardizer,Omardizer | Ø¹?Ø±Ø¯?Ø²Ø±,youtube,business,5870000.0,12.95,,FALSE,0.0,0,20,5,2,2,0,3,0.25,0.1,0.1,0.0,0.15,7,0,4,0,0.5714,0.0,2.65,18.43,3.43,0,1,v1_deterministic
@thinkschool,Think School,youtube,education,5860000.0,10.84,,FALSE,0.0,0,20,3,0,0,0,7,0.15,0.0,0.0,0.0,0.35,4,0,1,0,0.25,0.0,1.59,8.79,2.84,0,1,v1_deterministic
@thelambafamily,The lamba family,youtube,lifestyle,5860000.0,50,,FALSE,0.0,0,20,5,5,7,6,14,0.25,0.25,0.35,0.3,0.7,11,4,4,1,0.3636,0.25,1.95,14.83,2.08,1,1,v1_deterministic
@dimitrivegasandlikemike,Dimitri Vegas & Like Mike,youtube,music,5860000.0,45.11,,FALSE,0.0,0,20,5,2,6,3,6,0.25,0.1,0.3,0.15,0.3,6,0,4,0,0.6667,0.0,3.31,22.99,3.71,0,1,v1_deterministic
@ponymakeup,PONY Syndrome,youtube,lifestyle,5860000.0,21.71,,FALSE,0.0,0,20,3,2,6,4,14,0.15,0.1,0.3,0.2,0.7,2,0,1,0,0.5,0.0,2.63,19.08,3.45,1,1,v1_deterministic
@ankitinspiresindia,Ankit Inspires India,youtube,lifestyle,5860000.0,16.07,,FALSE,0.0,0,20,2,3,7,8,14,0.1,0.15,0.35,0.4,0.7,6,1,4,0,0.6667,0.0,3.18,21.27,3.82,1,1,v1_deterministic
@akhikiduniya3881,Akhi ki Duniya,youtube,business,5860000.0,43.78,,FALSE,0.0,0,20,1,0,1,1,1,0.05,0.0,0.05,0.05,0.05,8,1,3,0,0.375,0.0,2.82,16.07,3.35,1,1,v1_deterministic
@auramedia_24,Aura Media,youtube,lifestyle,5860000.0,17.86,,FALSE,0.0,0,20,6,3,11,3,12,0.3,0.15,0.55,0.15,0.6,5,1,3,1,0.6,1.0,3.23,23.0,3.56,1,1,v1_deterministic
@zaminationproductions,ZAMination,youtube,music,5860000.0,50,,FALSE,0.0,0,20,5,0,6,1,4,0.25,0.0,0.3,0.05,0.2,6,2,3,1,0.5,0.5,3.13,16.18,3.31,1,1,v1_deterministic
@movewithnicole,Move With Nicole,youtube,fitness,5850000.0,29.66,,FALSE,0.0,0,20,0,0,4,1,4,0.0,0.0,0.2,0.05,0.2,4,0,1,0,0.25,0.0,1.66,8.46,2.75,1,1,v1_deterministic
@morejt,More JT,youtube,business,5850000.0,6.78,,FALSE,0.0,0,20,0,0,1,0,3,0.0,0.0,0.05,0.0,0.15,7,0,3,0,0.4286,0.0,1.77,12.05,2.4,0,1,v1_deterministic
@crownrecordss,Crown Records,youtube,music,5850000.0,50,,FALSE,0.0,0,20,2,3,7,2,6,0.1,0.15,0.35,0.1,0.3,4,2,3,0,0.75,0.0,3.51,22.81,4.6,1,1,v1_deterministic
@doechii,Swamp Princess,instagram,lifestyle,5848514.0,5.62,,TRUE,0.0,0,30,11,3,9,10,26,0.3667,0.1,0.3,0.3333,0.8667,8,2,4,2,0.5,1.0,3.37,10.41,2.09,1,1,v1_deterministic
@niswoman,Niswoman,youtube,lifestyle,5840000.0,50,,FALSE,0.0,0,20,6,1,8,2,15,0.3,0.05,0.4,0.1,0.75,6,2,3,2,0.5,1.0,2.84,15.52,3.38,0,1,v1_deterministic
@sidemenreacts,SidemenReacts,youtube,lifestyle,5840000.0,37.13,,FALSE,0.0,0,20,4,1,4,8,11,0.2,0.05,0.2,0.4,0.55,9,1,5,0,0.5556,0.0,2.78,14.49,3.42,1,1,v1_deterministic
@thenbhd,The Neighbourhood,youtube,lifestyle,5840000.0,50,,FALSE,0.0,0,20,6,5,8,4,14,0.3,0.25,0.4,0.2,0.7,14,5,7,4,0.5,0.8,2.78,7.81,3.36,1,1,v1_deterministic
@abhijaindance,abhi jain dance world,youtube,tech,5840000.0,23.84,,FALSE,0.0,0,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0.2,0.0,1.56,3.78,2.76,0,1,v1_deterministic
@mullyy,Mully,youtube,lifestyle,5840000.0,35.83,,FALSE,0.0,0,20,8,4,9,5,12,0.4,0.2,0.45,0.25,0.6,6,3,6,0,1.0,0.0,4.3,34.58,5.15,0,1,v1_deterministic
@rsmsa,RSMSA,youtube,comedy,5840000.0,50,,FALSE,0.0,0,20,2,2,7,2,8,0.1,0.1,0.35,0.1,0.4,6,2,2,2,0.3333,1.0,2.05,10.54,2.88,0,1,v1_deterministic
@sebfrit,SEB,youtube,business,5840000.0,50,,FALSE,0.0,0,20,1,1,4,1,1,0.05,0.05,0.2,0.05,0.05,10,2,4,0,0.4,0.0,3.04,15.11,2.31,1,1,v1_deterministic
@theabnormalcouple,Chhote & Aandu,youtube,comedy,5840000.0,50,,FALSE,0.0,0,20,1,0,1,0,8,0.05,0.0,0.05,0.0,0.4,3,0,1,0,0.3333,0.0,2.45,10.83,2.94,0,1,v1_deterministic
@phonerepairguru,Phone Repair Guru,youtube,lifestyle,5840000.0,50,,FALSE,0.0,0,20,7,1,8,4,12,0.35,0.05,0.4,0.2,0.6,6,4,3,3,0.5,0.75,2.88,15.33,3.94,1,1,v1_deterministic
@kinigradeon,Kinigra Deon,youtube,lifestyle,5830000.0,36.98,,FALSE,0.0,0,20,8,1,7,4,12,0.4,0.05,0.35,0.2,0.6,7,1,4,1,0.5714,1.0,3.1,17.13,4.05,0,1,v1_deterministic
@dubstepgutter,DubstepGutter,youtube,music,5830000.0,24.26,,FALSE,0.0,0,20,1,1,2,4,3,0.05,0.05,0.1,0.2,0.15,7,2,4,1,0.5714,0.5,3.12,18.11,3.72,1,1,v1_deterministic
@brickexperimentchannel,Brick Experiment Channel,youtube,lifestyle,5830000.0,50,,FALSE,0.0,0,20,1,5,7,5,16,0.05,0.25,0.35,0.25,0.8,9,2,5,1,0.5556,0.5,2.54,16.83,3.69,1,1,v1_deterministic
@mimoda.,MI MODA,youtube,fashion,5830000.0,9.56,,FALSE,0.0,0,20,9,6,15,5,7,0.45,0.3,0.75,0.25,0.35,11,3,6,2,0.5455,0.6667,3.02,16.93,2.71,0,1,v1_deterministic
@boxofficemoviesscenes,Boxoffice Movie Scenes,youtube,lifestyle,5830000.0,9.62,,FALSE,0.0,0,20,5,2,8,10,18,0.25,0.1,0.4,0.5,0.9,6,2,3,1,0.5,0.5,2.57,15.61,2.55,1,1,v1_deterministic
@timelinechannel,Timeline - World History Documentaries,youtube,lifestyle,5830000.0,12.61,,FALSE,0.0,0,20,7,1,8,5,16,0.35,0.05,0.4,0.25,0.8,9,2,5,2,0.5556,1.0,3.3,24.56,3.26,1,1,v1_deterministic
@tylerandsnowi,Tyler & Snowi,youtube,lifestyle,5830000.0,48.03,,FALSE,0.0,0,20,4,2,4,4,16,0.2,0.1,0.2,0.2,0.8,11,1,7,0,0.6364,0.0,3.11,12.38,4.14,0,1,v1_deterministic
@sauceddie,special edd,youtube,gaming,5820000.0,33.12,,FALSE,0.0,0,20,1,1,0,3,2,0.05,0.05,0.0,0.15,0.1,9,2,4,1,0.4444,0.5,2.58,10.84,3.38,1,1,v1_deterministic
@jaeguchi,Jaeguchi,youtube,lifestyle,5820000.0,50,,FALSE,0.0,0,20,5,2,8,8,11,0.25,0.1,0.4,0.4,0.55,7,2,4,1,0.5714,0.5,2.84,14.85,3.54,0,1,v1_deterministic
@robertocarlosoficial,Roberto Carlos,youtube,lifestyle,5820000.0,50,,FALSE,0.0,0,20,5,1,7,8,14,0.25,0.05,0.35,0.4,0.7,8,2,4,1,0.5,0.5,2.5,16.25,4.03,0,1,v1_deterministic
@chintuchinkikicomedy3214,Chintu Chinki Ki Comedy,youtube,comedy,5820000.0,50,,FALSE,0.0,0,20,0,0,3,0,6,0.0,0.0,0.15,0.0,0.3,7,0,4,0,0.5714,0.0,2.92,5.22,4.39,0,1,v1_deterministic
@netmovies,NetMovies,youtube,lifestyle,5820000.0,5.65,,FALSE,0.0,0,20,3,3,8,4,13,0.15,0.15,0.4,0.2,0.65,5,1,3,1,0.6,1.0,2.46,15.23,2.7,1,1,v1_deterministic
@tylaofficial,Tyla,youtube,lifestyle,5820000.0,50,,FALSE,0.0,0,20,6,2,5,4,15,0.3,0.1,0.25,0.2,0.75,6,2,2,1,0.3333,0.5,2.2,13.33,2.91,1,1,v1_deterministic
@gamergirltv,GamerGirl,youtube,gaming,5810000.0,34.07,,FALSE,0.0,0,20,0,0,2,0,6,0.0,0.0,0.1,0.0,0.3,8,0,4,0,0.5,0.0,2.38,14.77,3.48,0,1,v1_deterministic
@ryth,Ryth,youtube,lifestyle,5810000.0,25.35,,FALSE,0.0,0,20,4,1,6,1,9,0.2,0.05,0.3,0.05,0.45,6,0,3,0,0.5,0.0,2.94,13.44,3.6,0,1,v1_deterministic
@rajshritamil,Rajshri Tamil,youtube,music,5810000.0,6.26,,FALSE,0.0,0,20,2,2,6,3,5,0.1,0.1,0.3,0.15,0.25,4,1,0,1,0.0,1.0,0.5,7.2,0.6,0,1,v1_deterministic
@burnaboy,Burna Boy,youtube,music,5810000.0,50,,FALSE,0.0,0,20,2,2,3,5,5,0.1,0.1,0.15,0.25,0.25,8,1,4,0,0.5,0.0,2.89,25.56,3.29,0,1,v1_deterministic
@luckyfamily4267,Lucky ? family,youtube,lifestyle,5810000.0,50,,FALSE,0.0,0,20,4,0,12,5,13,0.2,0.0,0.6,0.25,0.65,9,3,8,2,0.8889,0.6667,3.59,20.28,4.83,1,1,v1_deterministic
@academeg,AcademeG,youtube,lifestyle,5810000.0,33.28,,FALSE,0.0,0,20,5,0,10,5,16,0.25,0.0,0.5,0.25,0.8,6,3,3,2,0.5,0.6667,2.93,14.29,3.62,1,1,v1_deterministic
@monermototv9202,Moner Moto Tv ,youtube,comedy,5810000.0,50,,FALSE,0.0,0,20,0,0,3,0,4,0.0,0.0,0.15,0.0,0.2,8,0,4,0,0.5,0.0,2.88,19.45,2.97,1,1,v1_deterministic
@endrick,Endrick Felipe,tiktok,lifestyle,5800000.0,8.48,,TRUE,0.0,0,40,11,4,17,9,32,0.275,0.1,0.425,0.225,0.8,7,2,2,0,0.2857,0.0,1.99,10.84,1.23,0,1,v1_deterministic
@kaliuchis,Kali Uchis,tiktok,music,5800000.0,33.79,,TRUE,0.0,0,40,5,4,10,7,11,0.125,0.1,0.25,0.175,0.275,5,1,3,0,0.6,0.0,2.88,17.72,4.0,1,1,v1_deterministic
@rainbowtoytoctoc,RainbowToyTocToc,youtube,lifestyle,5800000.0,50,,FALSE,0.0,0,20,5,1,9,2,12,0.25,0.05,0.45,0.1,0.6,5,1,4,1,0.8,1.0,3.65,26.24,4.32,0,1,v1_deterministic
@richguy,Rich Black Guy,youtube,business,5800000.0,50,,FALSE,0.0,0,20,1,0,3,0,4,0.05,0.0,0.15,0.0,0.2,7,2,1,0,0.1429,0.0,1.49,1.84,2.15,0,1,v1_deterministic
@vjsiddhuvlog,Vj Siddhu Vlogs,youtube,lifestyle,5800000.0,50,IN,FALSE,0.0,0,20,6,1,8,4,12,0.3,0.05,0.4,0.2,0.6,6,2,6,2,1.0,1.0,4.21,39.38,5.59,1,1,v1_deterministic
@tajtracks,Taj Tracks,youtube,music,5800000.0,50,,FALSE,0.0,0,20,4,0,2,4,4,0.2,0.0,0.1,0.2,0.2,6,2,3,2,0.5,1.0,2.9,17.21,3.26,1,1,v1_deterministic
@missionaryjack,Jack Harlow,tiktok,lifestyle,5800000.0,19.79,,TRUE,0.0,0,40,11,3,16,10,27,0.275,0.075,0.4,0.25,0.675,7,1,5,1,0.7143,1.0,3.44,21.17,3.6,0,1,v1_deterministic
@hitsrecords_,HITS Records,youtube,lifestyle,5800000.0,14.37,,FALSE,0.0,0,20,1,0,4,5,12,0.05,0.0,0.2,0.25,0.6,6,3,3,0,0.5,0.0,2.57,14.89,3.58,0,1,v1_deterministic
@realhitvideos,RealHit,youtube,lifestyle,5800000.0,19.23,,FALSE,0.0,0,20,7,3,11,7,17,0.35,0.15,0.55,0.35,0.85,8,5,3,4,0.375,0.8,2.3,14.26,2.83,1,1,v1_deterministic
@warnermusicmexico,Warner Music MÃ©xico,youtube,music,5790000.0,40.13,,FALSE,0.0,0,20,5,3,5,2,6,0.25,0.15,0.25,0.1,0.3,7,2,3,2,0.4286,1.0,2.63,19.54,3.49,0,1,v1_deterministic
@thewhyfiles,The Why Files,youtube,lifestyle,5790000.0,48.57,,FALSE,0.0,0,20,4,1,5,6,16,0.2,0.05,0.25,0.3,0.8,7,0,5,0,0.7143,0.0,3.3,17.79,4.49,0,1,v1_deterministic
@miss_garg,Miss Garg,youtube,lifestyle,5790000.0,37.99,,FALSE,0.0,0,20,10,3,10,6,15,0.5,0.15,0.5,0.3,0.75,9,8,7,5,0.7778,0.625,3.72,22.86,4.36,0,1,v1_deterministic
@ravistudygkofficial,Ravi Study GK,youtube,lifestyle,5790000.0,4.68,,FALSE,0.0,0,20,4,0,7,8,15,0.2,0.0,0.35,0.4,0.75,3,1,2,0,0.6667,0.0,2.82,18.26,3.22,0,1,v1_deterministic
@norielofficial,Noriel,youtube,lifestyle,5790000.0,50,,FALSE,0.0,0,20,6,0,6,10,15,0.3,0.0,0.3,0.5,0.75,2,0,0,0,0.0,0.0,1.16,-5.4,1.48,1,1,v1_deterministic
@babyfirstbreath,Ø§Ø³?Ø§? Ø§?Ø¯Ø­,youtube,lifestyle,5790000.0,20.95,,FALSE,0.0,0,20,10,1,8,4,16,0.5,0.05,0.4,0.2,0.8,9,5,6,5,0.6667,1.0,3.22,24.15,3.89,1,1,v1_deterministic
@gaganpratapmaths,Gagan Pratap Maths,youtube,education,5790000.0,8.38,,FALSE,0.0,0,20,0,1,1,0,5,0.0,0.05,0.05,0.0,0.25,2,0,0,0,0.0,0.0,1.4,0.81,1.14,0,1,v1_deterministic
@miwuscience0822,Miwu Science,youtube,education,5790000.0,50,,FALSE,0.0,0,20,0,0,2,1,1,0.0,0.0,0.1,0.05,0.05,5,0,4,0,0.8,0.0,3.32,16.26,3.92,0,1,v1_deterministic
@besmart,Be Smart,youtube,lifestyle,5790000.0,26.4,,FALSE,0.0,0,20,5,2,8,8,12,0.25,0.1,0.4,0.4,0.6,6,2,3,2,0.5,1.0,2.95,12.58,3.53,0,1,v1_deterministic
@wisp,Wisp,youtube,lifestyle,5780000.0,35.62,,FALSE,0.0,0,20,0,1,4,2,12,0.0,0.05,0.2,0.1,0.6,8,1,2,0,0.25,0.0,1.79,5.58,2.62,0,1,v1_deterministic
@curiousgeorge,Curious George Official,youtube,education,5780000.0,22.8,,FALSE,0.0,0,20,4,0,3,0,9,0.2,0.0,0.15,0.0,0.45,7,0,3,0,0.4286,0.0,2.69,17.06,3.45,0,1,v1_deterministic
@duniahara,Dunia Hara,youtube,lifestyle,5780000.0,50,,FALSE,0.0,0,20,7,1,9,7,16,0.35,0.05,0.45,0.35,0.8,7,3,6,2,0.8571,0.6667,3.67,28.46,4.98,0,1,v1_deterministic
@kvn,??Ð¸?Ð¸Ð°Ð»?Ð½?Ð¹ ÐºÐ°Ð½Ð°Ð» ???,youtube,lifestyle,5770000.0,21.32,,FALSE,0.0,0,20,7,3,9,4,15,0.35,0.15,0.45,0.2,0.75,11,4,9,4,0.8182,1.0,3.88,25.42,5.26,1,1,v1_deterministic
@freedocumentary,Free Documentary,youtube,lifestyle,5770000.0,22.45,,FALSE,0.0,0,20,7,0,9,7,13,0.35,0.0,0.45,0.35,0.65,8,3,7,3,0.875,1.0,4.37,28.56,4.52,0,1,v1_deterministic
@maisasilvaoficial,Maisa Silva,youtube,music,5770000.0,20.47,,FALSE,0.0,0,20,2,1,2,3,6,0.1,0.05,0.1,0.15,0.3,5,1,3,1,0.6,1.0,3.08,15.63,3.54,1,1,v1_deterministic
@dominogirl,Domino Girl,youtube,lifestyle,5770000.0,15.83,,FALSE,0.0,0,20,5,2,9,9,16,0.25,0.1,0.45,0.45,0.8,4,0,1,0,0.25,0.0,2.12,12.84,2.53,1,1,v1_deterministic
@bindasskavyashorts,Bindass Kavya Shorts,youtube,lifestyle,5770000.0,50,,FALSE,0.0,0,20,5,1,6,5,10,0.25,0.05,0.3,0.25,0.5,9,3,8,3,0.8889,1.0,4.17,21.04,4.95,1,1,v1_deterministic
@jeanfils,Jeanfils,youtube,lifestyle,5770000.0,14.09,,FALSE,0.0,0,20,5,2,7,6,14,0.25,0.1,0.35,0.3,0.7,7,1,2,1,0.2857,1.0,2.06,3.14,2.53,0,1,v1_deterministic
@destripandolahistoria,Destripando la Historia,youtube,comedy,5770000.0,50,,FALSE,0.0,0,20,1,3,2,2,2,0.05,0.15,0.1,0.1,0.1,4,0,3,0,0.75,0.0,3.2,24.9,4.12,0,1,v1_deterministic
@austinevans,Austin Evans,youtube,tech,5760000.0,10.97,,FALSE,0.0,0,20,2,1,3,1,4,0.1,0.05,0.15,0.05,0.2,5,0,1,0,0.2,0.0,1.68,9.78,1.98,0,1,v1_deterministic
@faresashourofficial,Fares Ashour,youtube,lifestyle,5760000.0,34.9,,FALSE,0.0,0,20,5,2,6,4,16,0.25,0.1,0.3,0.2,0.8,7,1,4,1,0.5714,1.0,2.57,14.09,4.12,1,1,v1_deterministic
@jukedock,Juke Dock,youtube,lifestyle,5760000.0,50,,FALSE,0.0,0,20,8,2,8,3,13,0.4,0.1,0.4,0.15,0.65,6,2,5,0,0.8333,0.0,3.98,30.26,4.31,1,1,v1_deterministic
@gamerfleet,GamerFleet,youtube,gaming,5760000.0,12.19,,FALSE,0.0,0,20,0,0,3,0,2,0.0,0.0,0.15,0.0,0.1,5,0,2,0,0.4,0.0,1.98,14.24,2.58,0,1,v1_deterministic
@lukasgraham,Lukas Graham,youtube,lifestyle,5760000.0,50,,FALSE,0.0,0,20,10,1,5,3,17,0.5,0.05,0.25,0.15,0.85,11,4,6,4,0.5455,1.0,3.18,13.6,3.65,1,1,v1_deterministic
@puthuideas,Puthu Ideas,youtube,lifestyle,5750000.0,28.15,,FALSE,0.0,0,20,4,0,6,6,14,0.2,0.0,0.3,0.3,0.7,5,2,2,1,0.4,0.5,2.28,11.72,2.75,0,1,v1_deterministic
@kentuckyballistics,Kentucky Ballistics,youtube,lifestyle,5750000.0,24.45,,FALSE,0.0,0,20,5,2,9,5,12,0.25,0.1,0.45,0.25,0.6,5,0,2,0,0.4,0.0,2.67,15.38,2.75,0,1,v1_deterministic
@realcharliekirk,Charlie Kirk,youtube,lifestyle,5750000.0,10.74,,FALSE,0.0,0,20,5,1,6,7,18,0.25,0.05,0.3,0.35,0.9,5,1,1,1,0.2,1.0,2.06,11.35,1.33,1,1,v1_deterministic
@cookingwithkian,Cooking with Kian,youtube,food,5750000.0,50,,FALSE,0.0,0,20,0,0,0,0,9,0.0,0.0,0.0,0.0,0.45,11,0,6,0,0.5455,0.0,2.55,12.57,3.59,0,1,v1_deterministic
@luca,laserluca,youtube,lifestyle,5750000.0,17.9,,FALSE,0.0,0,20,8,0,10,3,14,0.4,0.0,0.5,0.15,0.7,7,1,3,1,0.4286,1.0,2.87,23.21,3.07,0,1,v1_deterministic
@paluten,Paluten,youtube,gaming,5740000.0,11.94,,FALSE,0.0,0,20,0,0,2,0,7,0.0,0.0,0.1,0.0,0.35,7,0,3,0,0.4286,0.0,1.96,15.99,2.71,0,1,v1_deterministic
@nassifzeytoun,Nassif Zeytoun,youtube,music,5740000.0,50,,FALSE,0.0,0,20,4,1,3,0,2,0.2,0.05,0.15,0.0,0.1,8,1,4,1,0.5,1.0,2.37,23.73,3.27,0,1,v1_deterministic
@alecbenjaminmusic,Alec Benjamin,youtube,music,5740000.0,50,,FALSE,0.0,0,20,6,2,4,0,4,0.3,0.1,0.2,0.0,0.2,9,4,4,0,0.4444,0.0,2.53,17.06,3.43,0,1,v1_deterministic
@exlittlebeans,exlittlebeans,youtube,finance,5740000.0,50,,FALSE,0.0,0,20,5,1,0,3,2,0.25,0.05,0.0,0.15,0.1,11,1,6,1,0.5455,1.0,2.84,18.04,2.9,0,1,v1_deterministic
@brianbarczyk,Brian Barczyk,youtube,music,5740000.0,10.72,,FALSE,0.0,0,20,1,1,6,4,1,0.05,0.05,0.3,0.2,0.05,6,1,2,0,0.3333,0.0,1.79,14.1,1.89,1,1,v1_deterministic
@dannocean,Danny Ocean,youtube,music,5740000.0,50,,FALSE,0.0,0,20,4,2,6,3,5,0.2,0.1,0.3,0.15,0.25,2,1,0,0,0.0,0.0,1.56,2.68,1.22,0,1,v1_deterministic
@ello,ELLO,youtube,music,5740000.0,10.85,,FALSE,0.0,0,20,4,2,5,2,4,0.2,0.1,0.25,0.1,0.2,9,1,7,1,0.7778,1.0,3.36,27.12,3.68,1,1,v1_deterministic
